mean,std,min,max,skew,kurtosis,glcm_contrast,glcm_dissimilarity,glcm_homogeneity,glcm_energy,glcm_correlation,label,pid,file_id
1.74278260811534,0.5102677149223742,-0.4577536547072068,3.4524903663579694,-0.59006606664218,0.9265946090567363,0.39234497309197647,0.03051614481409001,0.9930201950106432,0.9822444713205136,0.9859521698267874,1,49,1
2.8624235445774113,0.7527514447983313,0.8882434865104986,4.028713285584105,-0.582789717171781,-0.8768729291977451,0.2552975171232877,0.021931568003913895,0.9947869495248417,0.9855501462239167,0.9915163820472002,1,49,10
1.7030529068735987,0.45795827169476,0.221143632296981,2.6165942376128104,-0.8406936491121633,0.45980088557098275,0.3619434931506849,0.023208170254403127,0.9959667862851789,0.9903192460567023,0.9736587216677973,1,49,100
1.7194616108982368,0.46239552771080467,0.09479533052863011,2.843093912799166,-0.6564396841237863,0.695055796817321,0.36394630626223085,0.025868395303326804,0.994651032503449,0.9871701874348465,0.9827689740208078,1,49,101
1.6918494702023679,0.41639260331023,0.12620000472499496,3.342480619561793,-0.15287550102939093,1.130903074609824,0.4019921110567516,0.02922425391389433,0.9939380357733213,0.981443404596765,0.9843340394331823,1,49,102
2.000261260885982,0.5589812653601346,0.4521348127511163,3.157629184457377,-0.3143129613527274,-0.07204688924252522,0.1828293175146771,0.016916890900195693,0.9959018199160757,0.9885995773346556,0.9886443241163277,1,49,103
1.6201103318338055,0.46462829042518144,-0.16880305902525947,2.5662498721245908,-0.6074147151073629,0.1966109347517997,0.24900623776908024,0.025669642857142856,0.9940020223916366,0.9862644575467703,0.9848524961895382,1,49,104
1.8020959773238714,0.6308814992740941,-0.10773437161753527,3.5107715650489197,0.02636973658736321,0.002458731964550598,0.3017062133072407,0.035194471624266144,0.9908665064979514,0.9801075461354303,0.9883824951895809,1,49,105
1.5909314166216388,0.60034065632886,-0.30514991416432,3.184491248081578,-0.2757764295734596,-0.40041685921283543,0.33135854941291587,0.04991744129158513,0.98611747960716,0.9720287158228272,0.9897801833331168,1,49,106
1.670227776975767,0.5856638198154346,-0.13485905492051212,3.4448929081777067,-0.4014233201334811,-0.029388220275577304,0.47119618395303325,0.05824975538160469,0.9843300292195334,0.968146411909497,0.9905297045278452,1,49,107
1.7281923876146372,0.6230218081201452,-0.004575163001179344,3.185243548009678,-0.46497244445921576,-0.2937987312521826,0.34000428082191775,0.05069716242661446,0.9854125156244562,0.9676388774305608,0.9920364879401476,1,49,108
1.9104649585888847,0.5441532769807468,0.17435402574765016,3.001425998749228,-0.7926954934325231,0.02865081508181655,0.5326183341487281,0.04968811154598827,0.9879717388110365,0.9757434813614114,0.9884147400476818,1,49,109
3.0398139363381884,0.5480314991324919,0.3295141349857249,3.8716786541339636,-2.0311107453131707,4.108347725668021,0.3108870474559687,0.028727372798434438,0.9929880391828857,0.9762825251353275,0.9930803883568874,1,49,11
2.0958569652249976,0.4551574383369154,0.7127024526064845,3.171247774578541,-0.44689382136710165,-0.2769655844117396,0.558693126223092,0.03493456457925636,0.9934075335754563,0.9879913146744791,0.9810040552993559,1,49,110
1.4440842798717497,0.6592697592944116,-0.18083863993559188,3.237756035774959,0.5178392173675485,-0.30859738266082015,0.11811246330724068,0.007491438356164384,0.9987428436212542,0.9976073525080073,0.9652369806990561,1,49,111
1.7428773192250808,0.7078548619371718,-0.6622024381869924,2.9530935734646837,-1.0505274284407546,0.7359552199218982,0.3369083292563601,0.024920499021526415,0.9946071919875166,0.9869025310721511,0.9822133063188146,1,49,112
2.2219705902660882,0.5172356227792286,0.37345105794657446,2.966047093913597,-1.1084151565404512,0.7426182945288242,0.1639937010763209,0.01319410469667319,0.9973195874301795,0.9938619432389749,0.9864662233993918,1,49,113
2.351020499392429,0.6340426437415246,-0.19948337111809414,3.6820962084649707,-1.5012167930632432,2.7844581433849545,0.22851944716242656,0.01619832436399217,0.9968560154758855,0.9932159385879485,0.9845420552647115,1,49,114
2.1165598004260344,0.5645888086499565,0.38165041252227844,3.091678504484336,-0.9660987549593869,0.04703744280339217,0.1921936154598826,0.023131727005870843,0.9940808559303974,0.9857147970238819,0.9908847842467119,1,49,115
2.018883429638578,0.6130659111084479,0.1684452694773446,2.992117857047608,-0.9859153852327419,0.14085598944637212,0.2616652397260274,0.031058891878669274,0.9921219462893427,0.9824241521151674,0.990286335892411,1,49,116
1.1744895204574624,0.9060930821374992,0.1503442910240684,3.3770721354901037,0.751405367869532,-1.103676110727772,0.4407029721135029,0.04849559686888454,0.988063506501035,0.9597004662395273,0.9870295171773085,1,49,117
2.389753172792643,0.5939522273029325,0.5498099403178885,3.249137488363476,-1.1302542917485408,0.2755044738346779,0.3623180650684932,0.027320817025440314,0.9941274621907866,0.987105414056067,0.9888692128408526,1,49,118
1.6337460241487871,0.45565892553698034,0.5537377090805712,2.417849292548866,-0.4761114150327607,-0.7589318600488122,0.10851119129158512,0.006681139921722113,0.9989953147041865,0.9980201454134798,0.9465095305105307,1,49,119
3.0311017847393007,0.43518935705903483,0.2323422549994559,4.03080311038842,-2.2055981418371173,7.0329860610022,0.4135503302348337,0.03601241438356165,0.9918023404294141,0.9705056736559307,0.9931291951523298,1,49,12
1.6567590169230628,0.5841569430265201,-0.05972254691412938,3.6129489254287734,-0.33704085288605506,0.16743569186062413,0.46174779843444225,0.03583659491193737,0.9916264277253599,0.9805627463293816,0.9853004127723254,1,49,120
1.7846337876566918,0.6096642178725891,-0.4976381394151171,3.459125579718297,-0.8824343502209686,0.9837446647245778,0.4099192759295498,0.036784491193737764,0.9917154205669967,0.9789180120112436,0.9838387048344667,1,49,121
1.794989266732306,0.4605753484755136,0.12358220971656574,3.2599927666209965,-0.9270032890161628,1.3416015340841927,0.3644126100782778,0.031861545988258314,0.9929639800112087,0.9804366982373757,0.986566056092094,1,49,122
1.6784245108163582,0.322508849331138,0.582884998569552,2.3936292465133286,-0.6622240795629922,-0.07463312395037525,0.1942652274951076,0.016626406555772993,0.9963092337300858,0.9874201488995098,0.9867052206383317,1,49,123
1.808207381577913,0.47850970782576946,-0.08853778223006496,3.550212843507964,-0.9479503510632004,1.7544078470974034,0.6465034858121328,0.042976394324853215,0.9922110236015426,0.9829636099248316,0.9815854124323568,1,49,124
1.2551117683476407,0.26111639349194005,0.16631368867867555,1.8867948427624492,-0.762033977964389,1.062321038128073,0.1867432118395303,0.016748715753424653,0.9964872044576519,0.9899571358766084,0.9819248815966414,1,49,125
1.3778982427273603,0.19728139702460393,0.5587285431153557,1.8530108276660653,-0.8827785116553952,1.182872825551601,0.1956717832681017,0.01418022260273972,0.9973326480723561,0.9911652446197472,0.9788277218507397,1,49,126
1.163530540670971,0.25224752825983404,0.36353104441708345,1.7494702797404924,-0.6166455458465353,-0.16808051692378445,0.10149370107632091,0.009303143346379647,0.9980949591581167,0.9928308064856114,0.980739596839888,1,49,127
1.383848765696693,0.3262219662381924,-0.3491161516803526,2.254186051528419,-0.8955339645777624,1.3117946592758072,0.26303357387475534,0.02731317270058708,0.9932450556226973,0.9751647777915936,0.9859616552470649,1,49,128
